Concurso;Data;Coluna 1;Coluna 2;Coluna 3;Coluna 4;Coluna 5;Ganhadores;Prêmio
4226;05/11/2016;13;16;48;57;65;0;
4227;07/11/2016;11;13;69;73;77;0;
4228;08/11/2016;9;12;16;26;37;1;2194137,24
4229;09/11/2016;25;28;29;33;67;0;
4230;10/11/2016;7;10;20;24;75;0;
4231;11/11/2016;25;40;69;71;78;0;
4232;12/11/2016;8;40;49;53;75;0;
4233;14/11/2016;10;18;26;72;79;1;3929342,84
4234;16/11/2016;20;37;46;55;60;0;
4235;17/11/2016;13;23;37;40;63;0;
4236;18/11/2016;16;25;28;30;68;1;2133821,40
4237;19/11/2016;15;24;28;65;72;0;
4238;21/11/2016;4;8;10;44;70;0;
4239;22/11/2016;28;39;40;42;64;0;
4240;23/11/2016;6;7;21;28;30;0;
4241;24/11/2016;54;55;62;71;78;0;
4242;25/11/2016;13;15;24;36;44;0;
4243;26/11/2016;14;19;32;37;70;0;
4244;28/11/2016;14;18;26;36;57;0;
4245;29/11/2016;7;20;48;55;60;0;
4246;30/11/2016;25;44;59;63;73;0;
4247;01/12/2016;18;26;58;64;66;0;
4248;02/12/2016;5;6;16;53;61;1;12287432,91
4249;03/12/2016;19;29;44;50;72;0;
4250;05/12/2016;4;7;47;51;53;0;
4251;06/12/2016;5;13;30;43;79;0;
4252;07/12/2016;24;29;31;39;42;0;
4253;08/12/2016;9;10;16;22;55;0;
4254;09/12/2016;12;24;56;58;74;0;
4255;10/12/2016;19;22;36;41;71;0;
4256;12/12/2016;28;38;41;49;57;0;
4257;13/12/2016;15;22;45;48;64;1;8897939,91
4258;14/12/2016;3;5;27;43;49;0;
4259;15/12/2016;27;50;55;69;71;0;
4260;16/12/2016;46;51;64;66;71;0;
4261;17/12/2016;19;32;41;43;44;2;1548263,97
4262;19/12/2016;8;9;43;46;70;0;
4263;20/12/2016;8;45;49;52;56;1;1351600,69
4264;21/12/2016;2;12;20;56;80;0;
4265;22/12/2016;17;28;40;58;67;0;
4266;23/12/2016;10;15;35;38;50;0;
4267;24/12/2016;15;20;31;33;39;0;
4268;26/12/2016;54;59;63;76;80;0;
4269;27/12/2016;17;23;30;35;60;0;
4270;28/12/2016;12;18;32;52;57;0;
4271;29/12/2016;16;26;35;53;77;0;
4272;30/12/2016;2;36;41;45;68;2;3903204,22
4273;31/12/2016;9;21;30;46;57;1;481976,09
4274;02/01/2017;31;39;70;71;76;0;
4275;03/01/2017;27;35;72;73;76;0;
4276;04/01/2017;12;13;22;24;63;0;
4277;05/01/2017;17;36;57;66;71;1;2901173,84
4278;06/01/2017;6;16;41;74;79;0;
4279;07/01/2017;20;25;55;64;71;0;
4280;09/01/2017;14;17;18;30;40;0;
4281;10/01/2017;2;19;27;54;65;0;
4282;11/01/2017;6;26;29;67;74;0;
4283;12/01/2017;18;43;47;69;72;0;
4284;13/01/2017;11;21;31;49;65;0;
4285;14/01/2017;1;22;64;72;76;0;
4286;16/01/2017;22;25;46;70;73;1;7992423,21
4287;17/01/2017;37;39;46;54;70;0;
4288;18/01/2017;40;48;49;74;79;0;
4289;19/01/2017;23;34;43;68;69;0;
4290;20/01/2017;15;22;25;26;28;1;2749277,23
4291;21/01/2017;9;41;51;70;80;0;
4292;23/01/2017;19;41;67;74;79;0;
4293;24/01/2017;1;2;16;29;52;1;2002882,15
4294;25/01/2017;17;22;27;36;57;0;
4295;26/01/2017;6;19;23;48;74;1;1201695,58
4296;27/01/2017;7;25;26;52;63;0;
4297;28/01/2017;13;42;64;73;80;0;
4298;30/01/2017;39;40;47;52;79;0;
4299;31/01/2017;5;12;35;53;75;2;1386429,20
4300;01/02/2017;4;8;21;26;35;0;
4301;02/02/2017;1;3;20;23;35;0;
4302;03/02/2017;25;43;52;54;78;0;
4303;04/02/2017;3;34;47;60;77;0;
4304;06/02/2017;6;8;28;44;63;0;
4305;07/02/2017;5;20;53;56;78;0;
4306;08/02/2017;14;18;44;70;80;2;2902708,39
4307;09/02/2017;6;36;37;40;70;0;
4308;10/02/2017;4;6;10;21;58;0;
4309;11/02/2017;14;35;37;57;65;2;1009775,06
4310;13/02/2017;27;40;44;63;76;0;
4311;14/02/2017;2;9;41;72;73;0;
4312;15/02/2017;23;35;66;74;79;0;
4313;16/02/2017;20;24;44;49;70;0;
4314;17/02/2017;2;22;23;77;80;0;
4315;18/02/2017;17;22;31;46;66;0;
4316;20/02/2017;15;17;23;76;78;1;5431283,05
4317;21/02/2017;24;44;63;65;66;0;
4318;22/02/2017;13;14;70;73;76;0;
4319;23/02/2017;39;41;43;56;66;0;
4320;25/02/2017;19;24;48;76;79;0;
4321;25/02/2017;8;34;42;56;57;0;
4322;01/03/2017;2;14;18;32;68;0;
4323;02/03/2017;33;38;58;60;62;0;
4324;03/03/2017;6;7;32;37;50;0;
4325;04/03/2017;30;39;44;62;65;1;7153830,98
4326;06/03/2017;8;28;45;66;70;0;
4327;07/03/2017;23;36;52;69;80;0;
4328;08/03/2017;16;18;26;69;78;0;
4329;09/03/2017;22;38;61;65;73;0;
4330;10/03/2017;6;15;27;38;39;1;3738931,78
4331;11/03/2017;9;20;26;63;72;0;
4332;13/03/2017;10;22;36;38;65;0;
4333;14/03/2017;4;16;36;70;72;0;
4334;15/03/2017;33;37;43;55;59;0;
4335;16/03/2017;1;43;47;61;71;0;
4336;17/03/2017;14;26;43;66;67;0;
4337;18/03/2017;5;22;31;44;73;1;5865407,95
4338;20/03/2017;19;29;45;48;50;0;
4339;21/03/2017;11;21;47;49;79;1;1308667,32
4340;22/03/2017;49;61;67;76;78;0;
4341;23/03/2017;25;32;34;70;72;0;
4342;24/03/2017;17;33;36;41;74;0;
4343;25/03/2017;6;22;45;75;78;1;2804545,37
4344;27/03/2017;2;32;46;57;80;0;
4345;28/03/2017;4;9;12;49;59;0;
4346;29/03/2017;1;15;52;63;74;0;
4347;30/03/2017;1;21;57;70;76;0;
4348;31/03/2017;57;69;70;78;79;0;
4349;01/04/2017;6;15;44;56;76;1;4466398,44
4350;03/04/2017;21;29;58;70;72;0;
4351;04/04/2017;6;10;26;41;54;1;1289462,99
4352;05/04/2017;6;33;44;63;78;0;
4353;06/04/2017;2;22;43;44;50;0;
4354;07/04/2017;45;52;53;70;76;0;
4355;08/04/2017;2;9;33;35;69;0;
4356;10/04/2017;20;54;68;70;80;0;
4357;11/04/2017;4;22;36;48;70;0;
4358;12/04/2017;1;41;45;47;49;0;
4359;13/04/2017;11;15;28;57;58;0;
4360;15/04/2017;26;27;29;49;70;0;
4361;17/04/2017;6;43;45;49;66;0;
4362;18/04/2017;26;29;52;67;71;0;
4363;19/04/2017;3;13;53;54;55;0;
4364;20/04/2017;24;31;63;64;68;0;
4365;22/04/2017;20;39;51;64;70;0;
4366;24/04/2017;10;18;20;23;59;0;
4367;25/04/2017;37;47;51;67;76;1;17253509,39
4368;26/04/2017;4;30;33;52;66;0;
4369;27/04/2017;9;10;20;21;34;0;
4370;28/04/2017;33;35;66;75;79;0;
4371;29/04/2017;14;42;57;64;78;0;
4372;02/05/2017;21;26;34;62;65;1;3636273,79
4373;03/05/2017;38;63;71;72;77;0;
4374;04/05/2017;12;43;47;51;55;0;
4375;05/05/2017;9;36;43;51;66;0;
4376;06/05/2017;7;26;30;61;71;0;
4377;08/05/2017;6;14;75;77;79;0;
4378;09/05/2017;20;29;57;73;75;0;
4379;10/05/2017;9;13;48;72;80;0;
4380;11/05/2017;26;35;38;58;80;0;
4381;12/05/2017;24;40;64;67;74;0;
4382;13/05/2017;2;16;39;55;66;0;
4383;15/05/2017;18;19;21;47;62;0;
4384;16/05/2017;8;36;40;56;64;0;
4385;17/05/2017;20;22;25;52;67;2;7281351,12
4386;18/05/2017;30;32;38;64;77;0;
4387;19/05/2017;11;17;18;44;71;0;
4388;20/05/2017;9;20;23;38;46;0;
4389;22/05/2017;5;12;19;61;69;0;
4390;23/05/2017;1;13;45;66;67;0;
4391;24/05/2017;11;32;38;41;55;0;
4392;25/05/2017;2;15;31;39;40;0;
4393;26/05/2017;8;18;20;38;42;0;
4394;27/05/2017;14;27;44;49;50;0;
4395;29/05/2017;29;36;57;69;77;0;
4396;30/05/2017;3;18;38;43;44;0;
4397;31/05/2017;4;6;29;71;72;3;3763076,23
4398;01/06/2017;8;20;68;70;78;0;
4399;02/06/2017;26;33;38;66;71;1;1371482,72
4400;03/06/2017;18;20;34;75;78;0;
4401;05/06/2017;12;17;56;64;77;0;
4402;06/06/2017;2;24;54;74;76;0;
4403;07/06/2017;11;18;24;40;59;0;
4404;08/06/2017;32;35;37;65;66;1;4091297,74
4405;09/06/2017;6;28;40;45;76;0;
4406;10/06/2017;7;38;64;65;79;0;
4407;12/06/2017;22;32;41;67;75;0;
4408;13/06/2017;19;33;62;70;75;0;
4409;14/06/2017;33;38;53;61;70;0;
4410;16/06/2017;14;19;21;74;77;1;5034911,14
4411;17/06/2017;26;44;47;55;64;0;
4412;24/06/2017;6;7;13;14;26;12;11622069,29
4413;26/06/2017;8;12;33;46;62;1;587859,60
4414;27/06/2017;2;19;62;67;79;0;
4415;28/06/2017;19;44;61;62;69;0;
4416;29/06/2017;1;2;12;16;62;0;
4417;30/06/2017;35;38;56;65;76;1;2944607,27
4418;01/07/2017;16;17;46;56;79;0;
4419;03/07/2017;4;7;34;38;39;1;1430709,35
4420;04/07/2017;13;50;53;56;60;0;
4421;05/07/2017;9;19;35;49;70;0;
4422;06/07/2017;10;17;18;48;79;0;
4423;07/07/2017;20;34;63;64;67;0;
4424;08/07/2017;9;25;30;57;66;0;
4425;10/07/2017;5;18;48;78;80;0;
4426;11/07/2017;38;44;57;64;73;0;
4427;12/07/2017;15;42;43;45;73;0;
4428;13/07/2017;23;39;47;51;64;0;
4429;14/07/2017;9;38;40;52;75;0;
4430;15/07/2017;23;33;48;67;78;0;
4431;17/07/2017;29;55;61;69;71;0;
4432;18/07/2017;14;54;69;71;72;1;14575166,87
4433;19/07/2017;6;8;25;43;77;0;
4434;20/07/2017;12;20;26;77;79;0;
4435;21/07/2017;8;10;40;49;76;0;
4436;22/07/2017;2;27;33;75;78;2;1575233,25
4437;24/07/2017;12;14;18;48;53;0;
4438;25/07/2017;9;33;42;45;55;0;
4439;26/07/2017;33;50;56;62;74;0;
4440;27/07/2017;23;49;51;60;75;0;
4441;28/07/2017;4;24;29;58;74;0;
4442;29/07/2017;2;15;33;39;78;0;
4443;31/07/2017;1;5;25;53;72;0;
4444;01/08/2017;2;43;58;61;62;0;
4445;02/08/2017;38;46;60;64;77;0;
4446;03/08/2017;14;22;54;69;72;0;
4447;04/08/2017;11;21;36;37;70;1;11866649,50
4448;05/08/2017;10;22;27;32;59;0;
4449;07/08/2017;5;21;24;69;73;2;752904,20
4450;08/08/2017;10;26;42;47;63;1;651329,42
4451;09/08/2017;25;43;54;70;77;0;
4452;10/08/2017;10;11;19;28;57;1;1448880,09
4453;11/08/2017;28;45;48;49;66;0;
4454;12/08/2017;17;18;21;37;72;0;
4455;14/08/2017;33;38;58;72;76;0;
4456;15/08/2017;12;16;30;60;67;0;
4457;16/08/2017;5;15;21;70;75;1;4082815,67
4458;17/08/2017;6;9;11;34;53;0;
4459;18/08/2017;6;14;22;28;74;0;
4460;19/08/2017;5;13;18;41;68;0;
4461;21/08/2017;16;36;42;66;68;1;3003496,81
4462;22/08/2017;16;32;44;59;65;1;591359,29
4463;23/08/2017;4;11;23;33;50;0;
4464;24/08/2017;5;11;35;43;54;1;1291653,49
4465;25/08/2017;8;23;30;37;67;0;
4466;26/08/2017;17;29;39;54;56;1;1250733,31
4467;28/08/2017;3;8;33;56;65;0;
4468;29/08/2017;13;17;49;50;63;2;624656,06
4469;30/08/2017;12;60;63;71;78;1;639542,50
4470;31/08/2017;14;40;62;68;73;0;
4471;01/09/2017;13;34;46;70;77;0;
4472;02/09/2017;25;27;31;57;79;0;
4473;04/09/2017;13;27;35;73;80;1;2978384,89
4474;05/09/2017;7;15;21;22;55;1;592952,69
4475;06/09/2017;8;45;49;62;75;0;
4476;08/09/2017;12;13;16;44;79;0;
4477;09/09/2017;1;34;54;58;67;0;
4478;11/09/2017;8;13;23;67;80;0;
4479;12/09/2017;5;13;29;66;73;0;
4480;13/09/2017;4;25;26;42;61;0;
4481;14/09/2017;11;21;30;32;67;2;2981730,33
4482;15/09/2017;12;24;55;57;76;0;
4483;16/09/2017;21;31;33;72;77;0;
4484;18/09/2017;10;18;22;45;55;0;
4485;19/09/2017;9;16;42;51;73;0;
4486;20/09/2017;2;3;41;60;80;0;
4487;21/09/2017;9;23;29;34;43;0;
4488;22/09/2017;9;25;66;76;80;1;5852826,71
4489;23/09/2017;13;23;26;42;79;0;
4490;25/09/2017;8;37;59;63;73;0;
4491;26/09/2017;2;12;13;18;28;0;
4492;27/09/2017;3;4;11;25;51;0;
4493;28/09/2017;3;25;37;42;77;0;
4494;29/09/2017;10;13;25;69;70;0;
4495;30/09/2017;5;17;25;64;66;0;
4496;02/10/2017;30;37;42;63;78;1;6707567,74
4497;03/10/2017;2;21;30;48;51;0;
4498;04/10/2017;8;13;32;52;54;0;
4499;05/10/2017;11;24;33;34;79;0;
4500;06/10/2017;7;23;36;66;69;1;3072155,97
4501;07/10/2017;20;41;48;51;65;0;
4502;09/10/2017;7;62;67;73;80;0;
4503;10/10/2017;21;30;47;55;67;0;
4504;11/10/2017;3;23;26;51;60;0;
4505;13/10/2017;25;31;51;72;74;0;
4506;14/10/2017;18;27;56;77;78;0;
4507;16/10/2017;26;34;60;69;74;0;
4508;17/10/2017;14;45;72;73;80;0;
4509;18/10/2017;7;8;9;53;56;2;4082809,78
4510;19/10/2017;6;20;37;50;51;1;564071,00
4511;20/10/2017;7;53;62;71;75;0;
4512;21/10/2017;13;48;54;57;78;0;
4513;23/10/2017;3;17;26;47;56;0;
4514;24/10/2017;2;26;52;54;58;1;2792680,38
4515;25/10/2017;2;11;39;54;59;0;
4516;26/10/2017;11;24;41;50;57;0;
4517;27/10/2017;2;5;62;79;80;0;
4518;28/10/2017;26;36;43;66;77;0;
4519;30/10/2017;10;17;27;30;44;0;
4520;31/10/2017;13;22;49;68;74;0;
4521;01/11/2017;11;12;32;43;78;1;5670480,48
4522;03/11/2017;1;27;38;59;74;0;
4523;04/11/2017;2;23;37;49;58;0;
4524;06/11/2017;29;34;40;54;79;0;
4525;07/11/2017;11;70;74;77;80;0;
4526;08/11/2017;11;18;51;70;75;0;
4527;09/11/2017;7;19;25;37;40;0;
4528;10/11/2017;8;13;16;26;79;0;
4529;11/11/2017;15;34;41;62;73;1;7192909,73
4530;13/11/2017;1;20;29;49;67;0;
4531;14/11/2017;13;29;54;72;77;0;
4532;16/11/2017;1;10;11;58;68;0;
4533;17/11/2017;31;37;59;64;69;0;
4534;18/11/2017;10;13;15;51;56;0;
4535;20/11/2017;29;35;44;53;62;0;
4536;21/11/2017;5;13;17;29;67;0;
4537;22/11/2017;45;46;53;65;67;0;
4538;23/11/2017;33;44;52;58;66;0;
4539;24/11/2017;7;12;25;35;74;0;
4540;25/11/2017;4;29;48;61;77;1;9758215,30
4541;27/11/2017;4;16;26;30;55;0;
4542;28/11/2017;5;16;39;45;47;0;
4543;29/11/2017;50;61;69;76;78;0;
4544;30/11/2017;1;28;34;38;43;0;
4545;01/12/2017;31;37;38;55;58;0;
4546;02/12/2017;8;39;60;62;71;0;
4547;04/12/2017;2;6;41;66;80;1;5666902,57
4548;05/12/2017;37;45;60;61;78;0;
4549;06/12/2017;8;34;54;63;69;1;1401175,93
4550;07/12/2017;13;37;42;68;78;2;322792,54
4551;08/12/2017;8;31;38;42;48;0;
4552;09/12/2017;16;42;43;52;58;0;
4553;11/12/2017;5;9;19;24;49;0;
4554;12/12/2017;12;14;25;58;68;0;
4555;13/12/2017;1;19;22;27;35;1;3789142,66
4556;14/12/2017;1;4;35;36;68;0;
4557;15/12/2017;7;11;49;50;78;0;
4558;16/12/2017;13;22;46;70;77;0;
4559;18/12/2017;2;7;20;53;79;1;2960647,73
4560;19/12/2017;17;20;27;33;71;0;
4561;20/12/2017;19;23;68;74;80;0;
4562;21/12/2017;10;15;19;36;54;1;2087097,14
4563;22/12/2017;40;46;58;64;80;1;644388,34
4564;23/12/2017;41;58;70;71;80;0;
4565;26/12/2017;23;42;64;72;79;0;
4566;27/12/2017;2;13;16;42;67;1;2098933,13
4567;28/12/2017;31;38;46;65;79;0;
4568;29/12/2017;5;20;59;74;78;0;
4569;30/12/2017;30;59;64;66;69;0;
4570;02/01/2018;26;36;38;59;65;0;
4571;03/01/2018;13;17;36;45;80;0;
4572;04/01/2018;10;22;32;45;54;0;
4573;05/01/2018;10;35;42;55;77;0;
4574;06/01/2018;37;40;45;47;69;0;
4575;08/01/2018;10;31;33;49;52;0;
4576;09/01/2018;16;44;51;64;72;0;
4577;10/01/2018;31;55;67;72;75;0;
4578;11/01/2018;29;37;52;54;59;1;13073426,24
4579;12/01/2018;23;39;46;53;77;1;693843,15
4580;13/01/2018;18;36;43;54;65;0;
4581;15/01/2018;6;13;33;57;59;0;
4582;16/01/2018;11;21;33;59;62;1;2306393,73
4583;17/01/2018;13;51;63;66;68;0;
4584;18/01/2018;27;41;62;77;80;0;
4585;19/01/2018;26;49;68;72;78;0;
4586;20/01/2018;7;13;29;30;56;0;
4587;22/01/2018;4;12;18;61;69;0;
4588;23/01/2018;33;42;57;67;75;0;
4589;24/01/2018;4;10;33;38;58;1;5994766,87
4590;25/01/2018;10;18;30;31;32;0;
4591;26/01/2018;15;18;41;66;75;0;
4592;27/01/2018;6;57;74;79;80;0;
4593;29/01/2018;9;16;39;42;78;1;2881407,31
4594;30/01/2018;11;16;32;46;71;0;
4595;31/01/2018;19;61;65;77;80;0;
4596;01/02/2018;13;26;29;52;57;0;
4597;02/02/2018;4;5;8;14;18;3;1018893,20
4598;03/02/2018;5;22;40;45;64;0;
4599;05/02/2018;23;27;31;36;59;0;
4600;06/02/2018;2;10;17;19;51;0;
4601;07/02/2018;10;21;28;63;64;0;
4602;08/02/2018;18;34;36;48;60;0;
4603;09/02/2018;24;29;42;50;55;1;5075639,20
4604;10/02/2018;5;15;49;65;78;0;
4605;14/02/2018;3;50;63;68;73;0;
4606;15/02/2018;3;10;17;23;68;0;
4607;16/02/2018;28;30;52;53;66;0;
4608;17/02/2018;15;23;37;58;75;1;3778853,40
4609;19/02/2018;31;42;53;60;70;0;
4610;20/02/2018;9;18;36;54;62;2;651495,66
4611;21/02/2018;15;20;32;33;78;0;
4612;22/02/2018;10;13;14;70;78;0;
4613;23/02/2018;13;41;49;57;59;0;
4614;24/02/2018;1;8;39;46;51;1;2961911,53
4615;26/02/2018;14;31;35;37;75;1;601518,24
4616;27/02/2018;9;38;39;55;64;0;
4617;28/02/2018;32;46;55;75;79;0;
4618;01/03/2018;17;22;24;46;49;0;
4619;02/03/2018;3;4;16;47;70;0;
4620;03/03/2018;16;20;27;67;80;0;
4621;05/03/2018;6;7;8;15;55;0;
4622;06/03/2018;23;33;42;68;74;0;
4623;07/03/2018;36;55;60;62;77;0;
4624;08/03/2018;3;11;33;41;46;0;
4625;09/03/2018;7;43;52;63;80;2;4767084,15
4626;10/03/2018;4;21;47;67;77;0;
4627;12/03/2018;16;22;28;47;71;0;
4628;13/03/2018;11;19;24;26;71;1;2177904,01
4629;14/03/2018;7;18;29;35;53;1;631750,39
4630;15/03/2018;15;35;58;72;80;1;601169,83
4631;16/03/2018;21;24;31;32;37;0;
4632;17/03/2018;1;20;43;44;77;1;1318861,01
4633;19/03/2018;3;25;60;61;71;0;
4634;20/03/2018;5;6;17;28;50;0;
4635;21/03/2018;3;12;29;46;47;0;
4636;22/03/2018;6;19;26;36;43;1;2761013,18
4637;23/03/2018;25;39;44;51;79;1;607274,85
4638;24/03/2018;26;56;64;66;67;0;
4639;26/03/2018;6;27;36;65;70;0;
4640;27/03/2018;4;10;26;51;63;0;
4641;28/03/2018;1;15;59;68;72;0;
4642;29/03/2018;2;27;39;53;80;1;3600441,78
4643;31/03/2018;7;22;28;73;77;0;
4644;02/04/2018;13;18;22;31;32;0;
4645;03/04/2018;3;12;33;54;71;1;2041704,38
4646;04/04/2018;3;4;10;64;65;1;629738,96
4647;05/04/2018;14;28;44;64;76;0;
4648;06/04/2018;9;27;47;67;69;1;1363262,39
4649;07/04/2018;38;55;60;65;73;0;
4650;09/04/2018;2;16;59;71;74;0;
4651;10/04/2018;6;24;35;42;62;0;
4652;11/04/2018;1;9;12;23;33;3;999141,15
4653;12/04/2018;22;25;27;28;34;0;
4654;13/04/2018;8;34;44;64;65;0;
4655;14/04/2018;30;56;60;75;76;0;
4656;16/04/2018;51;60;62;69;75;0;
4657;17/04/2018;5;13;20;29;38;0;
4658;18/04/2018;4;9;29;33;36;0;
4659;19/04/2018;2;12;16;57;65;1;5898262,80
4660;20/04/2018;16;29;52;62;73;1;637513,23
4661;23/04/2018;15;23;34;59;72;0;
4662;24/04/2018;20;48;56;61;67;0;
4663;25/04/2018;5;14;15;27;52;0;
4664;26/04/2018;8;12;19;37;74;0;
4665;27/04/2018;32;48;52;62;75;0;
4666;28/04/2018;4;25;60;63;65;0;
4667;30/04/2018;4;49;54;68;71;1;5792240,84
4668;02/05/2018;6;24;40;46;67;0;
4669;03/05/2018;12;13;22;63;75;0;
4670;04/05/2018;18;19;59;64;76;0;
4671;05/05/2018;36;43;49;54;66;1;3150728,08
4672;07/05/2018;4;20;24;55;68;1;632986,15
4673;08/05/2018;11;14;31;59;76;0;
4674;09/05/2018;6;12;36;38;67;0;
4675;10/05/2018;31;33;53;59;79;0;
4676;11/05/2018;4;51;54;63;66;0;
4677;12/05/2018;25;42;45;54;79;0;
4678;14/05/2018;10;14;22;26;35;0;
4679;15/05/2018;12;23;24;27;45;1;6024988,18
4680;16/05/2018;19;23;58;61;79;0;
4681;17/05/2018;47;67;71;79;80;1;1305482,11
4682;18/05/2018;3;5;18;31;36;1;622848,07
4683;19/05/2018;21;26;27;28;50;0;
4684;21/05/2018;11;14;30;50;70;0;
4685;22/05/2018;3;7;32;55;57;0;
4686;23/05/2018;27;38;45;58;61;1;2768840,33
4687;24/05/2018;12;16;18;47;74;0;
4688;25/05/2018;3;24;44;56;64;0;
4689;26/05/2018;7;13;49;65;80;0;
4690;28/05/2018;50;60;65;71;78;0;
4691;29/05/2018;2;49;51;64;76;1;3282375,61
4692;30/05/2018;19;22;33;68;76;1;584566,85
4693;01/06/2018;8;11;36;63;78;0;
4694;02/06/2018;4;16;29;47;76;2;639234,24
4695;04/06/2018;5;14;32;35;78;0;
4696;05/06/2018;21;25;40;66;67;0;
4697;06/06/2018;1;13;66;72;78;0;
4698;07/06/2018;28;61;70;75;78;1;2828369,33
4699;08/06/2018;11;12;35;49;74;0;
4700;09/06/2018;3;11;12;66;74;0;
4701;11/06/2018;10;11;19;41;48;0;
4702;12/06/2018;17;44;60;61;77;0;
4703;13/06/2018;11;34;39;46;75;0;
4704;14/06/2018;9;26;29;37;48;0;
4705;15/06/2018;32;45;56;63;67;2;2675815,10
4706;23/06/2018;3;29;33;53;69;6;20843799,43
4707;25/06/2018;9;31;33;57;66;0;
4708;26/06/2018;18;40;41;44;77;0;
4709;27/06/2018;4;31;34;56;67;0;
4710;28/06/2018;20;35;47;51;71;0;
4711;29/06/2018;25;28;31;48;76;1;3187021,25
4712;30/06/2018;6;11;21;45;48;1;569789,22
4713;02/07/2018;12;31;44;46;51;0;
4714;03/07/2018;9;16;53;55;80;0;
4715;04/07/2018;4;25;40;55;59;1;1860845,45
4716;05/07/2018;26;30;36;58;61;0;
4717;06/07/2018;21;23;41;54;72;0;
4718;07/07/2018;11;27;37;71;79;0;
4719;09/07/2018;8;20;41;49;66;0;
4720;10/07/2018;12;22;36;72;75;0;
4721;11/07/2018;4;21;49;51;52;0;
4722;12/07/2018;6;7;16;50;56;0;
4723;13/07/2018;8;20;31;40;41;1;6081822,47
4724;14/07/2018;14;17;30;48;58;0;
4725;16/07/2018;3;16;37;48;60;0;
4726;17/07/2018;5;12;19;65;71;0;
4727;18/07/2018;10;14;23;29;75;0;
4728;19/07/2018;2;37;41;54;64;0;
4729;20/07/2018;5;16;35;42;62;0;
4730;21/07/2018;2;13;23;46;49;0;
4731;23/07/2018;23;57;66;73;77;1;6448552,96
4732;24/07/2018;26;30;36;49;76;0;
4733;25/07/2018;13;23;61;66;74;0;
4734;26/07/2018;9;28;30;63;73;0;
4735;27/07/2018;5;28;36;55;57;0;
4736;28/07/2018;4;19;56;59;75;0;
4737;30/07/2018;15;22;37;41;80;0;
4738;31/07/2018;10;17;19;33;37;0;
4739;01/08/2018;29;33;34;50;76;0;
4740;02/08/2018;33;42;46;52;61;0;
4741;03/08/2018;3;11;17;31;56;0;
4742;04/08/2018;25;41;46;64;70;0;
4743;06/08/2018;3;19;47;51;61;0;
4744;07/08/2018;5;41;49;58;76;0;
4745;08/08/2018;14;32;48;55;61;0;
4746;09/08/2018;30;33;35;55;80;1;17582494,43
4747;10/08/2018;4;15;16;38;50;0;
4748;11/08/2018;9;28;31;36;71;0;
4749;13/08/2018;5;43;46;62;75;0;
4750;14/08/2018;12;17;42;49;62;1;3135752,76
4751;15/08/2018;28;39;46;75;76;0;
4752;16/08/2018;7;9;23;37;66;1;1339862,35
4753;17/08/2018;3;11;13;15;36;1;648934,54
4754;18/08/2018;1;11;41;47;67;0;
4755;20/08/2018;13;14;26;32;60;0;
4756;21/08/2018;17;51;62;66;71;0;
4757;22/08/2018;20;32;40;65;68;0;
4758;23/08/2018;40;45;49;50;59;0;
4759;24/08/2018;28;31;34;36;70;0;
4760;25/08/2018;6;14;29;48;80;0;
4761;27/08/2018;20;26;65;72;80;0;
4762;28/08/2018;12;21;54;56;72;0;
4763;29/08/2018;1;29;37;55;70;0;
4764;30/08/2018;7;19;45;74;80;1;10444477,92
4765;31/08/2018;9;20;63;66;76;0;
4766;01/09/2018;16;18;41;43;59;0;
4767;03/09/2018;8;15;19;31;49;0;
4768;04/09/2018;2;12;24;30;72;0;
4769;05/09/2018;17;25;37;75;76;0;
4770;06/09/2018;13;38;44;53;64;0;
4771;08/09/2018;1;53;62;67;77;0;
4772;10/09/2018;3;8;25;30;72;0;
4773;11/09/2018;50;51;62;70;76;0;
4774;12/09/2018;5;9;18;43;78;0;
4775;13/09/2018;38;49;54;55;78;0;
4776;14/09/2018;8;23;37;60;61;0;
4777;15/09/2018;2;3;33;49;76;1;13541890,56
4778;17/09/2018;17;27;28;35;68;0;
4779;18/09/2018;6;16;28;41;62;1;1350420,37
4780;19/09/2018;5;12;26;56;61;1;647397,85
4781;20/09/2018;36;52;60;75;76;0;
4782;21/09/2018;3;40;55;75;80;0;
4783;22/09/2018;20;26;46;56;59;0;
4784;24/09/2018;9;24;54;62;63;0;
4785;25/09/2018;17;37;45;69;72;0;
4786;26/09/2018;9;18;57;66;79;0;
4787;27/09/2018;33;41;42;72;79;0;
4788;28/09/2018;18;23;32;44;69;0;
4789;29/09/2018;9;39;56;59;66;1;7986352,45
4790;01/10/2018;1;12;35;43;71;1;641715,62
4791;02/10/2018;37;50;51;61;66;0;
4792;03/10/2018;6;8;27;34;37;0;
4793;04/10/2018;9;21;31;70;73;1;2165652,37
4794;05/10/2018;17;20;32;50;57;0;
4795;06/10/2018;4;33;57;63;77;0;
4796;08/10/2018;30;53;66;67;76;0;
4797;09/10/2018;29;44;57;68;78;0;
4798;10/10/2018;2;29;47;68;69;0;
4799;11/10/2018;10;37;48;64;74;0;
4800;13/10/2018;8;26;56;61;72;1;5805887,22
4801;15/10/2018;17;26;44;55;62;0;
4802;16/10/2018;19;53;61;72;75;0;
4803;17/10/2018;50;56;60;64;72;0;
4804;18/10/2018;35;40;57;60;73;1;2906378,62
4805;19/10/2018;13;15;40;54;80;0;
