Conc.;Data;1a;2a;3a;4a;5a;Gan.;Prêmio
1267;28/02/2004;21;26;39;66;76;1;646.483,27
1266;26/02/2004;17;18;49;50;63;0;
1265;21/02/2004;11;21;28;38;64;1;309.657,99
1264;19/02/2004;2;17;20;54;71;3;97.020,70
1263;17/02/2004;8;19;39;70;80;1;1.132.040,84
1262;14/02/2004;22;23;25;36;39;0;
1261;12/02/2004;4;25;45;62;78;0;
1260;10/02/2004;4;13;32;33;51;3;231.286,15
1259;07/02/2004;14;16;38;46;50;0;
1258;05/02/2004;16;28;33;57;64;5;58.433,44
1257;03/02/2004;15;30;43;63;64;1;271.538,24
1256;31/01/2004;5;7;11;29;41;3;217.960,99
1255;29/01/2004;4;31;57;68;76;0;
1254;27/01/2004;16;30;31;55;69;1;657.209,10
1253;24/01/2004;3;35;44;65;77;0;
1252;22/01/2004;1;8;34;56;80;1;620.467,08
1251;20/01/2004;35;51;52;71;77;0;
1250;17/01/2004;4;5;10;68;77;4;174.171,10
1249;15/01/2004;8;34;35;51;79;0;
1248;13/01/2004;4;5;19;29;41;2;144.988,06
1247;10/01/2004;14;16;26;29;47;2;175.008,83
1246;08/01/2004;18;22;44;63;75;1;661.117,90
1245;06/01/2004;4;20;53;59;70;0;
1244;03/01/2004;4;10;44;63;76;4;183.423,71
1243;30/12/2003;29;39;59;60;65;0;
1242;27/12/2003;8;13;24;26;34;5;146.329,42
1241;23/12/2003;12;24;28;37;71;0;
1240;20/12/2003;19;26;30;43;46;2;186.855,16
1239;18/12/2003;60;62;64;65;68;4;80.472,96
1238;16/12/2003;6;16;33;36;47;1;296.002,54
1237;13/12/2003;19;21;49;53;76;3;122.181,11
1236;11/12/2003;31;32;52;53;54;4;79.708,67
1235;09/12/2003;5;27;53;69;72;3;242.051,81
1234;06/12/2003;5;33;39;44;52;0;
1233;04/12/2003;4;31;35;45;72;1;312.834,60
1232;02/12/2003;38;49;58;66;70;1;294.542,35
1231;29/11/2003;16;44;49;50;53;1;1.560.089,84
1230;27/11/2003;2;49;51;68;80;0;
1229;25/11/2003;30;35;40;50;67;0;
1228;22/11/2003;28;31;40;52;55;0;
1227;20/11/2003;45;53;68;73;77;2;304.339,40
1226;18/11/2003;14;18;25;35;66;0;
1225;15/11/2003;6;25;35;38;40;2;139.450,64
1224;13/11/2003;10;13;18;78;79;1;306.107,50
1223;11/11/2003;16;42;51;61;66;2;370.962,52
1222;08/11/2003;26;33;46;58;79;0;
1221;06/11/2003;3;15;52;66;76;1;317.063,19
1220;04/11/2003;37;39;44;59;75;2;383.587,83
1219;01/11/2003;9;19;34;55;60;0;
1218;30/10/2003;10;21;29;54;78;2;145.579,79
1217;28/10/2003;7;12;19;58;72;6;46.598,33
1216;25/10/2003;38;43;44;48;77;6;120.015,15
1215;23/10/2003;19;22;32;65;71;0;
1214;21/10/2003;1;7;40;42;47;7;104.187,65
1213;18/10/2003;7;24;41;52;77;0;
1212;16/10/2003;14;32;52;72;75;3;102.611,49
1211;14/10/2003;19;40;52;65;78;2;148.822,53
1210;11/10/2003;11;29;31;49;51;3;121.412,67
1209;09/10/2003;24;36;43;73;75;3;105.844,93
1208;07/10/2003;8;14;53;67;69;13;23.684,16
1207;04/10/2003;11;25;43;61;71;1;379.288,08
1206;02/10/2003;3;9;33;37;40;8;40.337,92
1205;30/09/2003;17;30;37;44;77;1;300.123,27
1204;27/09/2003;5;7;30;49;62;2;182.625,13
1203;25/09/2003;9;34;39;42;75;4;78.197,63
1202;23/09/2003;31;38;62;73;76;2;157.855,11
1201;20/09/2003;10;13;42;60;61;6;65.117,46
1200;18/09/2003;16;30;42;58;65;4;84.317,08
1199;16/09/2003;24;26;32;40;56;3;111.357,03
1198;13/09/2003;9;13;28;48;80;10;41.297,25
1197;11/09/2003;5;21;43;51;66;2;176.781,04
1196;09/09/2003;12;14;38;61;62;2;171.935,94
1195;06/09/2003;7;22;47;61;64;2;211.594,98
1194;04/09/2003;4;15;46;54;59;2;178.078,41
1193;02/09/2003;7;9;70;73;74;3;115.271,90
1192;30/08/2003;3;18;70;79;80;2;204.223,14
1191;28/08/2003;6;27;40;46;71;2;387.669,48
1190;26/08/2003;19;40;44;71;73;0;
1189;23/08/2003;4;17;21;39;76;3;133.793,45
1188;21/08/2003;4;14;72;73;74;2;168.894,87
1187;19/08/2003;5;15;18;55;78;2;167.217,55
1186;16/08/2003;21;26;42;50;54;2;204.091,67
1185;14/08/2003;18;38;40;68;72;4;202.803,34
1184;12/08/2003;2;21;34;47;60;0;
1183;09/08/2003;21;42;52;66;79;2;208.195,98
1182;07/08/2003;3;6;8;36;66;6;57.116,36
1181;05/08/2003;7;21;42;43;60;5;65.971,56
1180;02/08/2003;3;16;19;22;38;16;24.853,38
1179;31/07/2003;15;52;66;71;78;4;80.568,67
1178;29/07/2003;1;56;60;68;80;4;78.663,41
1177;26/07/2003;29;35;38;43;75;3;129.438,34
1176;24/07/2003;8;10;31;32;61;9;36.463,12
1175;22/07/2003;20;23;40;42;47;3;109.457,16
1174;19/07/2003;45;58;71;73;79;4;99.682,15
1173;17/07/2003;13;18;40;52;70;1;337.144,43
1172;15/07/2003;1;33;47;60;64;2;171.526,16
1171;12/07/2003;4;7;28;29;78;8;103.333,40
1170;10/07/2003;9;10;15;54;79;0;
1169;08/07/2003;14;15;20;43;44;3;112.821,36
1168;05/07/2003;1;15;31;58;74;3;135.861,79
1167;03/07/2003;14;17;28;39;66;2;166.116,50
1166;01/07/2003;7;24;54;60;64;2;163.298,18
1165;28/06/2003;40;41;52;71;72;3;401.979,91
1164;26/06/2003;12;52;54;72;79;0;
1163;24/06/2003;12;25;26;33;70;0;
1162;21/06/2003;11;26;30;61;80;3;122.362,22
1161;19/06/2003;6;10;17;19;44;2;79.062,40
1160;17/06/2003;8;39;62;76;78;1;319.253,23
1159;14/06/2003;10;24;41;56;61;4;96.105,52
1158;12/06/2003;18;34;36;41;69;2;161.233,77
1157;10/06/2003;7;10;28;62;78;23;14.230,37
1156;07/06/2003;24;38;44;50;57;1;398.621,81
1155;05/06/2003;3;18;21;53;66;3;108.347,24
1154;03/06/2003;12;21;42;54;56;3;106.169,51
1153;31/05/2003;29;60;61;77;79;2;188.798,78
1152;29/05/2003;8;25;26;47;78;5;60.971,34
1151;27/05/2003;23;30;54;57;67;3;102.929,54
1150;24/05/2003;4;30;33;39;47;2;190.855,28
1149;22/05/2003;23;24;60;67;69;2;157.157,48
1148;20/05/2003;20;23;44;52;69;1;316.780,39
1147;17/05/2003;34;51;54;60;66;1;382.044,85
1146;15/05/2003;13;16;45;64;78;6;53.743,55
1145;13/05/2003;24;27;44;61;70;4;80.756,67
1144;10/05/2003;7;16;61;66;70;4;196.226,89
1143;08/05/2003;5;42;44;69;78;0;
1142;06/05/2003;22;39;56;64;73;8;99.981,03
1141;03/05/2003;36;49;62;77;78;0;
1140;01/05/2003;31;34;38;58;61;1;145.169,04
1139;29/04/2003;18;31;45;61;71;1;299.051,74
1138;26/04/2003;7;11;18;40;51;8;92.708,67
1137;24/04/2003;10;19;33;39;78;0;
1136;22/04/2003;5;12;16;47;58;1;557.903,15
1135;19/04/2003;18;32;41;72;76;0;
1134;17/04/2003;2;27;33;56;66;6;50.674,89
1133;15/04/2003;22;28;38;46;68;6;51.966,56
1132;12/04/2003;35;42;45;63;77;2;187.320,37
1131;10/04/2003;18;23;45;56;72;13;24.093,77
1130;08/04/2003;8;17;46;53;74;4;76.961,30
1129;05/04/2003;3;19;27;58;66;7;54.109,06
1128;03/04/2003;4;8;10;34;70;3;103.508,23
1127;01/04/2003;18;22;32;46;72;1;301.432,83
1126;29/03/2003;5;41;56;74;79;4;92.316,28
1125;27/03/2003;33;45;48;73;77;6;50.508,48
1124;25/03/2003;26;33;62;65;67;2;150.420,07
1123;22/03/2003;18;21;42;56;75;2;189.378,43
1122;20/03/2003;9;39;45;52;77;2;153.563,62
1121;18/03/2003;26;40;42;74;76;1;310.439,81
1120;15/03/2003;27;33;48;55;76;10;38.413,31
1119;13/03/2003;44;46;65;73;74;3;107.264,96
1118;11/03/2003;10;36;42;62;70;1;319.904,06
1117;08/03/2003;3;10;23;32;51;3;128.098,98
1116;06/03/2003;4;19;29;33;70;5;152.603,73
1115;01/03/2003;4;42;52;56;73;0;
1114;27/02/2003;8;12;16;40;59;2;148.187,42
1113;25/02/2003;2;14;16;34;54;2;376.446,88
1112;22/02/2003;15;25;51;65;70;0;
1111;20/02/2003;7;31;35;39;45;5;59.866,47
1110;18/02/2003;31;40;44;51;80;3;100.035,82
1109;15/02/2003;8;11;29;35;55;3;124.871,21
1108;13/02/2003;13;15;21;45;53;6;51.371,30
1107;11/02/2003;8;11;18;49;79;3;101.590,66
1106;08/02/2003;16;25;30;62;73;2;191.003,03
1105;06/02/2003;36;37;38;48;78;2;348.046,21
1104;04/02/2003;1;29;35;41;59;0;
1103;01/02/2003;20;32;33;43;74;3;242.361,53
1102;30/01/2003;20;22;29;39;50;0;
1101;28/01/2003;41;65;74;78;80;1;285.175,44
1100;25/01/2003;18;28;39;54;74;1;721.675,09
1099;23/01/2003;9;27;30;50;57;0;
1098;21/01/2003;1;10;13;31;42;13;21.814,13
1097;18/01/2003;2;18;46;61;74;6;59.829,91
1096;16/01/2003;9;26;38;45;63;7;43.914,63
1095;14/01/2003;9;18;21;32;52;1;308.353,84
1094;11/01/2003;3;19;36;46;64;7;52.968,05
1093;09/01/2003;12;24;28;31;70;4;177.813,63
1092;07/01/2003;12;42;55;63;64;0;
1091;04/01/2003;15;23;43;45;78;8;95.516,95
1090;02/01/2003;28;30;36;55;78;0;
1089;28/12/2002;19;22;44;55;73;9;41.267,90
1088;26/12/2002;1;7;31;46;60;5;71.130,78
1087;21/12/2002;4;6;15;29;32;4;93.159,69
1086;19/12/2002;5;38;49;64;74;2;149.188,40
1085;17/12/2002;10;22;26;70;74;2;149.142,55
1084;14/12/2002;9;31;49;56;72;4;92.917,10
1083;12/12/2002;26;33;41;46;49;3;102.978,47
1082;10/12/2002;21;23;24;28;72;4;75.950,63
1081;07/12/2002;2;4;40;64;78;5;73.933,82
1080;05/12/2002;5;33;34;48;68;2;149.039,01
1079;03/12/2002;5;7;45;48;68;1;293.698,12
1078;30/11/2002;11;22;24;55;64;1;344.822,61
1077;28/11/2002;6;34;41;48;73;1;274.145,63
1076;26/11/2002;29;33;36;64;73;3;92.746,06
1075;23/11/2002;40;48;54;61;66;1;708.334,67
1074;21/11/2002;3;4;10;57;76;0;
1073;19/11/2002;23;42;57;58;78;1;278.238,79
1072;16/11/2002;7;23;33;53;77;5;51.571,08
1071;14/11/2002;13;48;50;73;78;5;58.347,76
1070;12/11/2002;3;26;29;56;59;2;140.369,80
1069;09/11/2002;28;43;47;53;73;4;85.644,26
1068;07/11/2002;13;37;40;47;57;1;284.075,15
1067;05/11/2002;11;35;42;78;80;1;276.034,30
1066;02/11/2002;37;44;66;73;80;5;54.643,96
1065;31/10/2002;4;6;8;27;46;6;44.965,65
1064;29/10/2002;10;18;35;43;62;5;51.508,34
1063;26/10/2002;5;18;28;53;59;4;81.414,83
1062;24/10/2002;39;46;51;55;70;2;133.481,03
1061;22/10/2002;28;33;34;41;53;1;266.481,05
1060;19/10/2002;26;40;42;53;76;1;333.463,21
1059;17/10/2002;11;16;17;43;63;3;91.998,86
1058;15/10/2002;8;39;51;57;68;2;138.770,80
1057;12/10/2002;9;13;14;48;69;1;272.147,01
1056;10/10/2002;9;12;34;41;46;3;94.562,98
1055;08/10/2002;16;19;29;30;73;1;271.056,33
1054;05/10/2002;10;52;56;66;73;2;174.075,09
1053;03/10/2002;25;35;36;40;71;3;95.517,37
1052;01/10/2002;4;12;26;54;62;5;54.518,41
1051;28/09/2002;2;42;44;49;63;1;342.148,96
1050;26/09/2002;22;36;53;54;59;1;279.901,54
1049;24/09/2002;26;29;37;75;80;1;277.463,20
1048;21/09/2002;10;32;44;69;77;4;86.870,30
1047;19/09/2002;29;56;65;68;72;3;95.323,53
1046;17/09/2002;23;32;40;46;55;2;144.205,66
1045;14/09/2002;2;7;25;30;67;7;52.880,70
1044;12/09/2002;10;12;25;31;70;7;42.610,63
1043;10/09/2002;12;28;73;78;80;2;151.516,07
1042;07/09/2002;22;31;45;47;70;1;271.039,44
1041;05/09/2002;10;25;53;61;67;1;296.523,90
1040;03/09/2002;7;11;22;48;63;4;72.150,24
1039;31/08/2002;14;25;28;51;63;1;356.277,36
1038;29/08/2002;19;40;49;73;79;1;280.647,11
1037;27/08/2002;5;31;64;68;73;1;280.419,41
1036;24/08/2002;5;29;36;50;71;5;70.706,21
1035;22/08/2002;9;16;41;70;72;1;296.039,19
1034;20/08/2002;13;20;24;42;43;5;154.880,15
1033;17/08/2002;10;30;41;56;69;0;
1032;15/08/2002;2;14;17;29;47;5;56.373,25
1031;13/08/2002;22;29;39;56;80;2;145.492,83
1030;10/08/2002;4;24;47;49;69;4;92.400,30
1029;08/08/2002;18;34;40;50;51;1;297.694,36
1028;06/08/2002;2;6;7;29;30;8;36.138,74
1027;03/08/2002;30;38;48;50;64;1;711.821,96
1026;01/08/2002;6;10;21;45;75;0;
1025;30/07/2002;6;16;21;32;50;2;132.452,61
1024;27/07/2002;13;18;20;35;70;2;167.046,92
1023;25/07/2002;19;34;38;49;70;1;267.960,12
1022;23/07/2002;14;39;46;51;76;2;135.766,13
1021;20/07/2002;2;4;32;53;80;2;172.436,62
1020;18/07/2002;6;25;27;37;52;2;136.815,94
1019;16/07/2002;10;11;22;39;72;1;276.940,21
1018;13/07/2002;20;45;59;69;80;3;118.983,40
1017;11/07/2002;24;26;40;42;55;3;95.092,14
1016;09/07/2002;3;35;53;58;68;3;77.694,22
1015;06/07/2002;1;16;56;64;80;4;91.793,96
1014;04/07/2002;31;32;38;42;64;3;92.823,84
1013;02/07/2002;17;18;24;26;69;2;126.261,01
1012;29/06/2002;17;18;41;56;78;1;335.037,91
1011;27/06/2002;3;15;37;58;68;4;63.347,65
1010;25/06/2002;13;21;22;65;77;2;125.377,48
1009;22/06/2002;8;18;43;55;75;3;107.041,04
1008;20/06/2002;10;12;13;35;74;2;134.435,60
1007;18/06/2002;17;20;41;52;70;1;256.829,48
1006;15/06/2002;11;25;36;59;73;1;346.520,18
1005;13/06/2002;2;38;42;44;59;1;266.027,98
1004;11/06/2002;17;32;49;51;67;2;139.993,86
1003;08/06/2002;26;28;52;58;79;4;172.570,81
1002;06/06/2002;16;30;39;56;76;0;
1001;04/06/2002;3;39;47;54;63;7;38.339,46
1000;01/06/2002;14;23;34;54;69;1;383.492,03
999;28/05/2002;3;12;44;46;49;1;266.515,53
998;25/05/2002;3;15;36;43;47;1;333.980,13
997;23/05/2002;3;9;13;19;43;14;19.287,17
996;21/05/2002;1;6;21;31;49;1;268.607,73
995;18/05/2002;25;27;32;68;80;2;172.569,70
994;16/05/2002;2;35;36;53;59;3;91.850,98
993;14/05/2002;16;40;48;58;66;2;137.591,82
992;11/05/2002;5;17;20;54;78;2;351.571,88
991;09/05/2002;1;5;52;54;64;0;
990;07/05/2002;3;12;14;64;73;3;91.936,63
989;04/05/2002;2;3;22;61;69;2;178.932,77
988;02/05/2002;12;19;56;72;76;2;108.766,21
987;30/04/2002;6;27;46;54;59;5;55.928,44
986;27/04/2002;3;17;30;52;64;4;167.982,85
985;25/04/2002;19;36;44;60;70;0;
984;23/04/2002;3;4;34;47;65;1;262.123,37
983;20/04/2002;1;26;31;37;49;3;229.490,99
982;18/04/2002;16;24;32;33;61;0;
981;16/04/2002;16;18;31;56;74;1;270.181,22
980;13/04/2002;27;46;51;57;67;1;343.756,66
979;11/04/2002;4;41;48;55;59;1;277.024,29
978;09/04/2002;4;12;24;39;69;3;91.980,16
977;06/04/2002;27;36;53;54;69;1;351.099,74
976;04/04/2002;18;27;46;61;71;3;91.272,06
975;02/04/2002;2;16;44;58;64;4;145.707,60
974;30/03/2002;22;42;61;64;72;0;
973;28/03/2002;6;19;34;42;52;1;263.176,06
972;26/03/2002;17;28;35;38;56;4;66.494,17
971;23/03/2002;17;32;53;75;78;2;170.704,71
970;21/03/2002;3;31;50;65;70;2;137.151,24
969;19/03/2002;6;11;41;43;53;2;132.985,00
968;16/03/2002;17;37;51;55;61;1;351.480,22
967;14/03/2002;9;19;49;53;64;7;91.990,93
966;12/03/2002;8;30;34;37;44;0;
965;09/03/2002;10;39;43;59;71;1;343.060,42
964;07/03/2002;28;36;38;53;57;4;68.392,47
963;05/03/2002;28;45;55;71;80;2;132.965,42
962;02/03/2002;22;25;47;51;74;3;113.556,62
961;28/02/2002;13;31;51;56;69;3;195.490,15
960;26/02/2002;16;25;49;50;80;0;
959;23/02/2002;7;11;47;54;61;5;67.425,08
958;21/02/2002;36;48;61;62;79;1;269.611,33
957;19/02/2002;20;32;38;40;72;4;67.550,77
956;16/02/2002;15;23;25;48;49;5;69.425,84
955;14/02/2002;22;44;73;75;76;1;273.466,87
954;09/02/2002;33;51;56;66;67;2;168.568,01
953;07/02/2002;2;5;18;45;70;2;140.811,04
952;05/02/2002;14;17;19;36;37;6;42.897,03
951;02/02/2002;5;21;43;58;74;4;83.441,75
950;31/01/2002;3;11;14;16;22;7;36.401,43
949;29/01/2002;20;45;52;57;74;1;253.628,81
948;26/01/2002;21;34;41;71;75;1;319.506,41
947;24/01/2002;16;23;24;37;79;2;132.190,64
946;22/01/2002;6;19;28;44;79;1;259.060,20
945;19/01/2002;10;23;39;49;55;1;353.365,84
944;17/01/2002;29;40;50;63;67;1;280.758,59
943;15/01/2002;20;42;45;49;64;1;278.695,29
942;12/01/2002;26;35;71;73;80;1;362.266,97
941;10/01/2002;41;45;50;59;68;2;142.017,38
940;08/01/2002;40;46;59;72;73;2;137.848,49
939;05/01/2002;1;15;33;48;61;2;177.962,87
938;03/01/2002;7;34;53;61;77;5;61.959,36
937;29/12/2001;32;50;59;77;79;2;375.678,24
936;27/12/2001;36;40;46;51;78;0;
935;22/12/2001;14;29;41;63;65;5;72.572,94
934;20/12/2001;2;21;44;46;69;5;56.149,98
933;18/12/2001;6;27;51;70;79;3;92.949,87
932;15/12/2001;2;45;59;73;78;1;361.906,45
931;13/12/2001;20;31;61;76;79;1;284.304,16
930;11/12/2001;32;41;47;61;77;1;282.364,26
929;08/12/2001;5;28;52;55;69;1;358.868,25
928;06/12/2001;3;22;28;35;45;6;104.208,14
927;04/12/2001;15;38;48;54;70;0;
926;01/12/2001;40;46;50;73;79;1;332.363,59
925;29/11/2001;2;15;30;61;78;3;186.307,48
924;27/11/2001;18;36;49;56;79;0;
923;24/11/2001;2;16;36;39;52;3;112.186,27
922;22/11/2001;1;12;20;24;62;4;143.986,36
921;20/11/2001;4;9;64;74;75;0;
920;17/11/2001;5;13;14;36;69;4;96.150,37
919;13/11/2001;8;13;40;72;77;2;133.103,81
918;10/11/2001;33;36;49;65;78;7;50.115,58
917;08/11/2001;6;10;28;47;55;2;133.339,38
916;06/11/2001;12;46;50;52;68;2;132.978,96
915;03/11/2001;7;13;19;27;61;5;53.397,36
914;01/11/2001;11;32;55;67;76;2;133.972,80
913;30/10/2001;7;11;25;50;67;2;131.302,74
912;27/10/2001;4;14;23;45;70;2;174.874,32
911;25/10/2001;4;18;25;57;74;8;33.172,96
910;23/10/2001;7;19;31;45;55;5;53.700,88
909;20/10/2001;8;16;37;64;79;5;72.851,41
908;18/10/2001;1;9;23;50;73;1;280.832,23
907;16/10/2001;24;29;32;50;74;2;143.470,44
906;13/10/2001;19;20;22;33;39;4;198.585,89
905;10/10/2001;42;49;55;61;69;0;
904;06/10/2001;42;49;51;57;64;3;125.682,14
903;04/10/2001;8;22;28;52;58;11;25.470,24
902;02/10/2001;14;33;34;55;78;3;93.076,95
901;29/09/2001;24;41;51;60;73;2;182.907,48
900;27/09/2001;41;49;52;56;74;2;135.253,84
899;25/09/2001;17;26;28;36;55;1;274.859,04
898;22/09/2001;8;39;59;77;78;3;122.717,04
897;20/09/2001;30;39;56;70;72;3;89.952,55
896;18/09/2001;14;26;51;62;77;1;282.016,15
895;15/09/2001;16;34;49;58;59;1;720.216,42
894;13/09/2001;10;13;36;38;50;0;
893;11/09/2001;5;7;13;66;79;2;136.572,09
892;08/09/2001;14;20;34;73;75;1;433.588,37
891;04/09/2001;4;13;18;46;47;5;53.078,09
890;01/09/2001;3;7;21;41;67;2;179.283,82
889;30/08/2001;15;31;36;47;76;1;252.861,26
888;28/08/2001;18;22;31;45;79;4;67.136,56
887;25/08/2001;5;27;28;35;40;4;173.188,58
886;23/08/2001;24;37;40;44;59;0;
885;21/08/2001;3;5;13;37;45;6;46.577,36
884;18/08/2001;19;28;44;46;54;3;128.049,68
883;16/08/2001;2;38;74;76;77;1;276.024,44
882;14/08/2001;2;5;13;39;55;6;47.601,92
881;11/08/2001;3;9;54;56;61;6;65.080,63
880;09/08/2001;11;14;32;38;41;4;72.055,30
879;07/08/2001;19;27;35;49;78;4;74.005,51
878;04/08/2001;11;13;24;64;69;10;73.888,57
877;02/08/2001;31;38;39;51;54;0;
876;31/07/2001;9;29;35;55;70;2;127.340,35
875;28/07/2001;6;31;39;46;52;1;334.579,35
874;26/07/2001;16;38;39;44;71;1;257.413,46
873;24/07/2001;10;24;48;57;77;1;688.166,44
872;21/07/2001;46;54;58;59;70;0;
871;19/07/2001;19;32;49;56;73;4;61.655,86
870;17/07/2001;15;17;44;52;69;1;249.142,43
869;14/07/2001;30;59;68;72;75;2;316.741,76
868;12/07/2001;9;24;34;52;55;0;
867;10/07/2001;4;20;42;58;66;1;231.310,88
866;07/07/2001;9;25;40;41;61;1;338.897,77
865;05/07/2001;4;19;30;39;62;7;36.337,92
864;03/07/2001;7;34;60;61;66;2;124.052,32
863;30/06/2001;15;18;19;70;79;1;320.537,00
862;28/06/2001;12;14;26;66;68;2;118.642,24
861;26/06/2001;4;10;14;41;45;7;34.053,60
860;23/06/2001;8;23;46;47;59;3;107.156,83
859;21/06/2001;1;6;9;49;75;1;247.764,30
858;19/06/2001;11;16;20;62;75;4;63.216,96
857;16/06/2001;7;11;66;74;77;4;94.221,45
856;12/06/2001;6;38;41;75;80;2;132.661,77
855;09/06/2001;3;38;56;64;66;1;345.162,58
854;07/06/2001;4;13;30;49;63;2;133.755,00
853;05/06/2001;14;36;42;67;80;6;112.266,18
852;02/06/2001;5;54;57;67;75;0;
851;31/05/2001;1;15;39;41;55;5;48.056,05
850;29/05/2001;26;29;34;43;79;3;79.233,33
849;26/05/2001;7;26;44;71;80;3;109.328,03
848;24/05/2001;15;33;40;57;60;1;246.053,88
847;22/05/2001;30;41;47;71;78;1;251.253,62
846;19/05/2001;34;38;41;56;62;2;170.841,21
845;17/05/2001;8;16;28;63;70;1;573.598,14
844;15/05/2001;23;47;56;77;78;0;
843;12/05/2001;15;20;40;71;72;3;218.540,10
842;10/05/2001;8;50;59;72;75;0;
841;08/05/2001;12;23;32;43;59;3;83.921,17
840;05/05/2001;2;12;35;55;56;2;342.479,95
839;03/05/2001;46;50;62;69;70;0;
838;28/04/2001;21;39;76;77;80;1;322.323,47
837;26/04/2001;6;23;43;65;70;1;240.031,63
836;24/04/2001;7;18;30;41;69;2;124.110,27
835;21/04/2001;11;16;41;67;77;2;141.835,34
834;19/04/2001;43;59;69;75;77;1;253.503,52
833;17/04/2001;5;13;46;47;70;2;131.384,01
832;14/04/2001;6;28;29;39;50;1;379.774,42
831;10/04/2001;1;16;25;27;37;2;134.984,74
830;07/04/2001;10;27;45;69;71;9;117.997,11
829;05/04/2001;27;35;41;58;59;0;
828;03/04/2001;7;68;72;75;77;0;
827;31/03/2001;1;25;35;43;48;3;112.663,84
826;29/03/2001;34;39;41;46;68;4;61.185,86
825;27/03/2001;9;10;67;74;76;3;80.616,70
824;24/03/2001;25;26;53;55;73;3;114.699,40
823;22/03/2001;11;32;38;43;80;1;561.284,83
822;20/03/2001;25;30;34;49;66;0;
821;17/03/2001;9;18;30;54;75;1;661.267,34
820;15/03/2001;7;48;53;62;74;0;
819;13/03/2001;7;11;31;76;78;4;168.976,60
818;10/03/2001;11;32;43;58;61;0;
817;08/03/2001;19;35;42;54;65;6;94.369,02
816;06/03/2001;2;11;42;60;62;0;
815;03/03/2001;18;32;34;48;65;4;81.961,51
814;01/03/2001;9;19;28;46;76;5;48.039,88
813;24/02/2001;7;23;65;71;74;2;156.304,17
812;22/02/2001;11;18;43;72;73;1;256.925,13
811;20/02/2001;2;42;51;53;59;2;336.229,50
810;17/02/2001;12;13;21;53;77;0;
809;15/02/2001;31;61;65;77;80;3;192.724,78
808;13/02/2001;31;37;38;49;67;0;
807;10/02/2001;5;16;24;61;65;4;163.955,51
806;08/02/2001;36;39;42;61;68;0;
805;06/02/2001;13;22;41;42;71;1;247.979,27
804;03/02/2001;8;26;38;46;74;2;161.348,09
803;01/02/2001;29;32;42;52;59;2;121.062,24
802;30/01/2001;3;25;28;51;70;3;78.315,90
801;27/01/2001;25;33;45;66;79;2;156.996,46
800;25/01/2001;13;28;44;45;66;4;56.337,84
799;23/01/2001;12;29;44;67;80;3;80.881,68
798;20/01/2001;12;27;52;57;69;6;53.589,77
797;18/01/2001;11;18;34;39;55;2;121.327,04
796;16/01/2001;15;38;39;48;79;3;83.643,11
795;13/01/2001;2;54;58;76;79;1;336.482,91
794;11/01/2001;14;19;37;46;61;2;132.610,70
793;09/01/2001;1;9;14;31;70;2;129.350,21
792;06/01/2001;4;7;14;34;73;5;68.655,91
791;04/01/2001;6;38;50;66;69;2;154.647,64
790;30/12/2000;6;7;31;52;78;1;335.000,85
789;28/12/2000;25;31;53;66;80;1;333.302,41
788;23/12/2000;3;25;31;44;64;5;69.357,52
787;21/12/2000;13;15;25;42;77;6;186.097,50
786;19/12/2000;16;26;56;72;80;0;
785;16/12/2000;28;41;55;56;75;0;
784;14/12/2000;7;30;60;66;77;3;84.743,44
783;12/12/2000;10;14;48;49;73;3;85.622,09
782;09/12/2000;7;40;53;54;77;1;329.536,58
781;07/12/2000;2;17;50;61;70;1;580.016,25
780;05/12/2000;24;30;31;41;58;0;
779;02/12/2000;11;14;20;24;70;3;193.261,50
778;30/11/2000;33;39;65;66;71;0;
777;28/11/2000;18;35;48;63;65;8;29.851,04
776;25/11/2000;14;29;60;61;62;3;206.815,50
775;23/11/2000;2;11;42;54;61;0;
774;21/11/2000;18;22;61;68;72;3;81.725,28
773;18/11/2000;21;24;38;73;79;4;104.850,03
772;14/11/2000;7;8;13;18;24;16;16.065,11
771;11/11/2000;13;31;52;63;76;1;345.748,34
770;09/11/2000;26;64;69;71;76;1;559.319,60
769;07/11/2000;8;28;34;60;65;0;
768;04/11/2000;1;23;31;41;60;2;183.262,23
767;31/10/2000;15;46;49;61;64;5;46.594,02
766;28/10/2000;15;19;55;59;74;7;45.431,23
765;26/10/2000;17;28;30;31;69;1;233.882,63
764;24/10/2000;4;9;28;33;38;8;29.163,78
763;21/10/2000;18;25;26;47;70;1;649.075,05
762;19/10/2000;12;18;52;63;75;0;
761;17/10/2000;8;22;25;43;46;1;258.086,96
760;14/10/2000;9;32;61;64;75;3;133.178,74
759;10/10/2000;4;21;56;63;67;1;275.838,53
758;07/10/2000;14;17;60;64;69;1;367.567,74
757;05/10/2000;5;29;44;66;72;7;87.259,54
756;03/10/2000;15;30;39;67;73;0;
755;30/09/2000;11;38;50;61;80;3;115.009,76
754;28/09/2000;22;26;29;47;60;1;584.333,64
753;26/09/2000;19;34;54;61;63;0;
752;23/09/2000;6;18;34;37;57;10;33.706,71
751;21/09/2000;19;38;41;53;78;1;259.746,80
750;19/09/2000;8;37;56;58;63;1;262.577,96
749;16/09/2000;18;34;37;40;55;1;349.790,33
748;14/09/2000;27;43;45;64;67;8;33.993,57
747;12/09/2000;16;32;38;45;71;6;44.238,24
